Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_C7,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,rel_flux_SNR_C7,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,N_Src_Pixels_C2,N_Sky_Pixels_C2,N_Src_Pixels_C3,N_Sky_Pixels_C3,N_Src_Pixels_C4,N_Sky_Pixels_C4,N_Src_Pixels_C5,N_Sky_Pixels_C5,N_Src_Pixels_C6,N_Sky_Pixels_C6,N_Src_Pixels_C7,N_Sky_Pixels_C7
HATP22B-0295_C.fit,295,0,60037.80514,2460037.805,2460037.805,2460037.808,2460037.809,1.514761195,41.2304349,-29.96875,60,10.37833333,50.21916667,21.16157908,38,66,99,4.317753976,0.223788308,0.163544107,0.281768635,0.141157349,0.169724246,0.231459781,0.020750603,0.002657947,0.002408908,0.002963404,0.002329195,0.002431514,0.002695561,208.0784812,84.19592834,67.89140095,95.08277416,60.60348855,69.8018739,85.86700998,856872.2176,4085.382337,2037.548035,995.9394671,2038.048035,1051.560533,3699763.424,4536.459792,2234.304531,1655.8904,12722.39551,815.5618245,645.4740159,14612,22.50098089,23.0098944,23.43150707,22.58828173,330.3610455,0.994857928,2224.064374,1578.326083,2224.564374,469.1739166,156692.1193,1663.169895,94.21293625,1191.949707,34.5406168,643.1046071,22.12939589,21.17018089,21.18672876,21.15363303,44.26538849,0.996282428,2490.707681,761.915853,2491.207681,1285.584147,120439.2692,1665.796953,72.3012904,1076.254395,26.54917596,648.3727787,21.72617973,23.09237163,24.80106044,21.38368281,337.8387002,0.957675921,2977.290625,575.9545242,2977.790625,1471.545476,188364.5056,1680.376764,112.0965903,1305.212158,41.52235757,651.6531305,21.30273759,23.33978647,24.53987413,22.13969881,350.783144,0.988311735,2427.177264,147.8357992,2427.677264,1899.664201,105992.2285,1667.835803,63.55075742,1060.517212,23.36452507,655.4990876,20.66803806,22.2755354,24.33595311,20.21511769,2.854419774,0.966019231,2736.150711,1569.439609,2736.650711,478.0603906,124330.1499,1664.836156,74.68011161,1078.373779,27.40686695,645.7395362,22.28922364,21.51790962,24.05009634,18.9857229,18.051787,0.917446947,156.0960974,878.7591356,156.5960974,1168.740864,161053.945,1665.026574,96.72755233,1370.94751,35.50212113,645.0035203,17.51449773,20.07020018,19.24775795,20.89264242,86.61911555,0.993211516,4536.459792,14676,4536.459792,14407,4536.459792,14539,4536.459792,14648,4536.459792,14314,4536.459792,14760
HATP22B-0296_C.fit,296,0,60037.80598,2460037.806,2460037.806,2460037.809,2460037.809,1.520356647,41.04488458,-29.9375,60,10.37805556,50.21888889,20.35260147,38,66,99,4.374075449,0.231525221,0.1588663,0.283215119,0.14279053,0.167676142,0.227986737,0.0206064,0.002646521,0.00232777,0.002915881,0.00229513,0.002372681,0.00263021,212.2678111,87.48285154,68.24826926,97.12847791,62.21456316,70.66947251,86.68004455,868485.6154,4059.209682,2036.966533,996.4619857,2037.466533,1051.038014,3798821.608,4536.459792,2242.648872,1693.899413,15881.91504,837.397835,638.7147809,14599,21.66853827,22.35949901,22.69348844,22.02550959,330.0139354,0.996437654,2223.382913,1578.836604,2223.882913,468.6633955,163274.2236,1657.502069,98.506196,1299.907471,35.99155093,635.0988435,21.47381844,21.45642436,21.31156395,21.60128477,47.95956888,0.982857307,2489.794308,762.4470786,2490.294308,1285.052921,119058.6839,1641.775817,72.51823463,1152.846436,26.24484496,641.6928479,21.09304835,20.90724377,23.84374406,17.97074348,343.9609996,0.894304252,2976.945573,576.3234197,2977.445573,1471.17658,191681.2338,1672.530619,114.6055155,1396.081299,42.25348456,643.9885831,20.46839121,22.2307999,23.25854348,21.20305633,359.5187022,0.991484944,2427.001731,148.0521142,2427.501731,1899.447886,108516.4065,1662.139073,65.28720023,1298.22876,23.92094528,648.1826092,19.59974695,21.95303869,23.12603602,20.78004135,19.25384865,0.981456463,2735.852336,1569.865894,2736.352336,477.6341061,124712.9337,1651.581559,75.51121716,1126.410767,27.49124636,638.9643372,21.29045139,20.06189721,23.11151281,17.01228161,17.65058907,0.8674286,155.7557111,879.1516062,156.2557111,1168.348394,161242.1339,1657.303739,97.2918422,1552.542236,35.54360477,638.1407126,16.87421569,17.92226628,16.50770628,19.33682627,292.6196288,0.950364201,4536.459792,14518,4536.459792,15725,4536.459792,14536,4536.459792,14497,4536.459792,14748,4536.459792,14768
HATP22B-0297_C.fit,297,0,60037.80682,2460037.807,2460037.806,2460037.809,2460037.81,1.52590972,40.86259206,-29.9375,60,10.37805556,50.21861111,21.1281,38,66,99,4.338101499,0.226835263,0.160832759,0.277865327,0.138622449,0.175916456,0.231171944,0.019451718,0.002494451,0.002236814,0.002752298,0.002165962,0.002284534,0.002508411,223.0189391,90.93594734,71.90260444,100.9575768,64.00041773,77.00320289,92.15872084,906721.0908,4032.428815,2034.387508,996.1236413,2034.887508,1051.376359,3933448.123,4536.459792,2250.712914,1747.645424,14781.30859,867.0743936,627.1824448,14719,22.13053574,22.89902095,22.92767297,22.87036892,316.4545894,0.997568842,2221.028575,1578.238484,2221.528575,469.261516,167647.8687,1643.504491,102.0063344,1208.102661,36.95566067,622.1988165,21.7787523,21.59060478,21.54652958,21.63467998,46.23240307,0.990987132,2487.457049,761.9763929,2487.957049,1285.523607,125625.7234,1643.734406,76.42702063,1123.031006,27.69245824,630.4612683,21.60329291,23.25668602,25.19675624,21.3166158,355.3156009,0.9718006,2974.221709,576.0420614,2974.721709,1471.457939,197161.8973,1665.080729,118.4098127,1399.59021,43.46162125,633.6113719,21.49202289,22.55529313,23.42889908,21.68168718,345.6942359,0.992237256,2424.42419,147.4941326,2424.92419,1900.005867,110389.4436,1647.640515,66.9985003,1116.023071,24.33383048,635.9659249,20.58964929,19.62234787,22.22096488,17.02373086,357.5580582,0.931750326,2733.370215,1569.264926,2733.870215,478.235074,135644.9772,1637.949027,82.81391849,1069.192871,29.90106459,625.8827559,22.01756585,22.99572918,25.74580626,20.24565209,2.147563645,0.944080447,152.9826437,878.5179789,153.4826437,1168.982021,170251.1807,1639.335909,103.8537494,1481.997437,37.5295249,621.2471133,18.284881,18.1376759,16.68294903,19.59240276,81.55495057,0.972254675,4536.459792,14540,4536.459792,14627,4536.459792,14301,4536.459792,14582,4536.459792,14825,4536.459792,14823
HATP22B-0298_C.fit,298,0,60037.80767,2460037.808,2460037.807,2460037.81,2460037.811,1.53152717,40.68003163,-29.9375,60,10.37805556,50.21916667,21.60766899,38,66,99,4.354967991,0.227049093,0.158967409,0.289105167,0.141619456,0.16869575,0.227198005,0.025260768,0.003231731,0.002891345,0.003629581,0.002818937,0.002930974,0.003221997,172.4004561,70.25617757,54.98042731,79.65248578,50.23860498,57.55621458,70.51465274,745570.6044,4293.968563,2036.195006,996.9303213,2036.695006,1050.569679,3246936.117,4536.459792,2239.232999,1450.021556,10475.73047,715.7422895,727.0833079,14574,23.30786541,23.63863043,23.59138918,23.68587167,310.7022382,0.99928482,2222.59745,1578.925471,2223.09745,468.574529,137957.911,1750.226087,78.82290866,1174.565552,30.41091893,725.2561941,22.40171636,21.93629702,22.26818597,21.60440806,38.49127725,0.981961545,2489.339466,762.6035577,2489.839466,1284.896442,102264.6765,1752.524979,58.352764,1075.408325,22.54283764,731.5707902,21.97576822,22.52402211,23.97361072,21.07443351,334.7412143,0.959358506,2976.128376,576.7421301,2976.628376,1470.75787,167207.703,1768.323098,94.55721255,1259.182983,36.85863222,736.6081785,22.08323583,24.26063774,25.28800874,23.23326673,355.625821,0.992683246,2425.966784,148.4084037,2426.466784,1899.091596,92489.05393,1755.353516,52.68970214,1086.455933,20.38793645,738.1214266,21.13686587,20.00616511,20.13405054,19.87827968,38.79325261,0.996463269,2735.08372,1569.945733,2735.58372,477.5542672,107619.6196,1748.868294,61.5367206,1069.633057,23.72326099,730.2511323,22.67891759,22.07608435,22.76868229,21.38348641,36.69460835,0.951917117,154.7815634,879.4891734,155.2815634,1168.010827,138031.6403,1742.629623,79.20882242,1317.514038,30.42717155,717.8852054,17.66931364,17.34954202,16.1598917,18.53919233,291.1572004,0.965926508,4536.459792,14594,4536.459792,14454,4536.459792,14529,4536.459792,14623,4536.459792,14684,4536.459792,14577
HATP22B-0299_C.fit,299,0,60037.80851,2460037.809,2460037.808,2460037.811,2460037.812,1.537264735,40.4954507,-29.96875,60,10.37777778,50.21777778,21.44890067,38,66,99,4.288431769,0.223516217,0.168323793,0.281950174,0.132599491,0.173246514,0.232385462,0.024131241,0.003114093,0.002839728,0.00347207,0.002697964,0.002860293,0.003166077,177.7128578,71.7757043,59.27462199,81.20521296,49.14797809,60.56950161,73.39855254,763671.4711,4265.543591,2038.180945,996.40035,2038.680945,1051.09965,3274952.998,4536.459792,2233.480347,1466.300342,12430.31348,721.9182244,716.9004245,14687,22.81498114,23.21296332,23.32200282,23.10392382,324.7112682,0.999201858,2224.60785,1578.766887,2225.10785,468.7331129,139510.1723,1737.762287,80.28150532,1240.067261,30.75309354,715.1305299,22.1311896,21.81047686,21.56986005,22.05109368,57.1656055,0.997132795,2491.130536,762.4497637,2491.630536,1285.050236,110024.3608,1736.46866,63.36098271,1131.44751,24.25335301,719.6348564,22.26520242,23.77039214,26.11873439,21.42204989,354.2931308,0.96015046,2978.005245,576.2115425,2978.505245,1471.288457,167960.7433,1753.909007,95.76365854,1308.148438,37.02462956,722.9797362,22.02018248,23.0384714,24.79352794,21.28341486,358.8574422,0.977017368,2428.229249,147.7766079,2428.729249,1899.723392,89407.11111,1744.380327,51.25436793,1129.633911,19.70856465,727.6626594,20.56452889,19.09623801,23.50775762,14.6847184,8.578193498,0.789274892,2736.887298,1569.774532,2737.387298,477.7254683,112766.9407,1735.069434,64.99275388,1138.660889,24.85791693,717.3059305,22.55848719,23.51416336,25.09874673,21.92957999,23.93569541,0.959995085,156.8153552,879.1000309,157.3153552,1168.399969,144002.143,1740.745667,82.7244012,1454.390015,31.74328652,716.0143331,17.78773297,19.45860123,17.02755534,21.88964711,271.5932059,0.939282448,4536.459792,14738,4536.459792,14797,4536.459792,14540,4536.459792,14574,4536.459792,14753,4536.459792,14647
HATP22B-0300_C.fit,300,0,60037.80935,2460037.809,2460037.809,2460037.812,2460037.813,1.542862515,40.3171694,-29.9375,60,10.37805556,50.21888889,21.59542039,38,66,99,4.370373265,0.231191499,0.163488861,0.275912086,0.140242581,0.176816949,0.222814587,0.020797533,0.002670122,0.002381546,0.002907979,0.002303651,0.002433011,0.00262803,210.1390242,86.584615,68.64821023,94.88104687,60.87840189,72.67413312,84.78387221,865729.7524,4087.589597,2034.800336,996.2353085,2035.300336,1051.264692,3783562.165,4536.459792,2246.916504,1683.89086,13737.41895,834.0341011,648.1590271,14747,22.76173654,23.42245999,23.85957384,22.98534614,336.9893163,0.997112815,2221.418521,1578.327225,2221.918521,469.1727749,162565.5791,1667.545222,97.48795835,1212.455933,35.83534002,645.2259425,22.36973466,21.43302665,22.54304386,20.32300943,16.3709873,0.984916044,2487.801173,762.0222915,2488.301173,1285.477708,121648.9268,1663.606836,73.12360362,1106.091797,26.81582829,651.5119495,22.18924401,22.25119101,24.63040842,19.8719736,338.3432757,0.915560037,2974.625113,576.0179775,2975.125113,1471.482023,187211.4109,1684.402938,111.1440777,1304.302856,41.26817376,656.3228447,21.40912469,22.68531634,24.17728385,21.19334883,3.305814282,0.982616547,2424.777434,147.6074917,2425.277434,1899.892508,106479.2504,1668.930989,63.80087079,1121.596191,23.47188232,658.1720209,21.28525972,21.9718594,23.4743268,20.469392,22.68126553,0.962464241,2733.560582,1569.510857,2734.060582,477.989143,130076.0441,1663.649968,78.1871467,1097.57959,28.67347008,649.6695885,22.64169924,23.2474539,24.67955545,21.81535236,20.9833477,0.972750055,153.6528933,878.9261854,154.1528933,1168.573815,157748.541,1664.277268,94.78501212,1405.592651,34.7734904,644.0120452,18.5111439,16.37759338,15.30435879,17.45082798,272.629926,0.982825173,4536.459792,14606,4536.459792,14859,4536.459792,14609,4536.459792,14799,4536.459792,14819,4536.459792,14684
HATP22B-0301_C.fit,301,0,60037.81019,2460037.81,2460037.81,2460037.813,2460037.814,1.548626499,40.13542355,-29.9375,60,10.37805556,50.21833333,21.65444263,38,66,99,4.407822696,0.231346522,0.160476394,0.282974172,0.134564855,0.169949136,0.233663618,0.021600722,0.002750546,0.002443319,0.003030305,0.002353426,0.002477371,0.002759682,204.0590406,84.1093139,65.67967882,93.38142493,57.1782783,68.60061325,84.67049647,848020.7762,4124.179541,2035.750382,995.5509928,2036.250382,1051.949007,3737925.224,4536.459792,2254.029963,1658.329874,13224.13965,823.9740669,660.5235523,14417,22.94554091,23.65173281,24.16314159,23.14032403,339.9379236,0.996804497,2222.309702,1577.690133,2222.809702,469.8098675,159326.9269,1682.085217,94.71989012,1218.449951,35.1214238,657.727455,22.43065411,22.75172991,23.06353908,22.43992074,32.67183805,0.995684705,2488.999378,761.4155685,2489.499378,1286.084431,117268.4914,1680.040035,69.80101004,1090.103516,25.85022171,663.956962,22.0005716,22.69653482,24.93412924,20.45894041,344.0720245,0.947143254,2975.4884,575.4231835,2975.9884,1472.076816,187040.3802,1697.228375,110.2034251,1304.966797,41.23047239,667.8065531,22.03832235,23.50907615,24.92381981,22.09433249,357.8762606,0.985539164,2425.68844,147.0016402,2426.18844,1900.49836,100579.3472,1684.530335,59.70764974,1076.129272,22.17133002,670.93756,20.96294048,19.90095349,21.82402359,17.97788338,8.220836678,0.960143968,2734.506083,1568.653103,2735.006083,478.8468972,123185.183,1677.652654,73.42710825,1066.469727,27.15447478,661.7467633,22.57452815,22.51862459,25.60545871,19.43179046,19.62950264,0.879212488,154.1862528,878.1747263,154.6862528,1169.325274,160620.4475,1680.525709,95.57750093,1452.071045,35.40656259,656.7958583,18.62854081,18.36047816,16.54484226,20.17611407,271.0631566,0.961585496,4536.459792,14510,4536.459792,14594,4536.459792,14591,4536.459792,14603,4536.459792,14673,4536.459792,14568
HATP22B-0302_C.fit,302,0,60037.81103,2460037.811,2460037.811,2460037.814,2460037.814,1.554427197,39.95436146,-29.96875,60,10.37805556,50.21805556,21.67730942,38,66,99,4.296010949,0.227820766,0.163138683,0.274807399,0.144199894,0.169788236,0.230700754,0.019085809,0.00247158,0.002222604,0.002711076,0.002162176,0.002244937,0.002486969,225.0892782,92.17615767,73.39981206,101.3646953,66.69203592,75.6316276,92.76380874,916531.0508,4038.026332,2037.164652,995.8372254,2037.664652,1051.662775,3937427.429,4536.459792,2250.19068,1749.819455,15433.9375,867.9515768,627.8919911,14900,22.83971383,23.51454207,23.92741148,23.10167266,336.6321522,0.99737638,2223.630919,1577.826392,2224.130919,469.6736078,170061.3082,1642.433142,103.5423019,1241.355835,37.48767012,624.0461898,22.30227656,22.68049829,22.77207373,22.58892285,42.11354344,0.993554984,2490.130413,761.8372815,2490.630413,1285.662719,128550.1643,1644.789232,78.15601038,1134.805176,28.33711092,630.4101643,22.04550637,23.98855756,26.11974742,21.85736771,349.9145072,0.964726916,2976.959139,575.4620104,2977.459139,1472.03799,197574.5625,1666.59461,118.5498629,1360.236572,43.55258762,633.7985508,21.89340689,23.01767421,24.54473587,21.49061254,345.8621146,0.977499012,2427.020468,147.2753923,2427.520468,1900.224608,115507.5096,1648.36531,70.07397505,1118.109619,25.46203756,636.6933895,21.40281003,22.83848216,25.24994075,20.42702358,19.63249382,0.927235709,2736.031101,1569.029222,2736.531101,478.4707776,133029.3684,1643.652162,80.93523158,1081.726807,29.32448969,627.6149026,22.33399347,22.99946038,25.61299756,20.3859232,6.941703996,0.946581599,155.7224429,878.4373213,156.2224429,1169.062679,171808.1377,1645.144429,104.4334678,1485.407959,37.8727346,625.5689694,18.92345878,20.90992008,20.46528696,21.35455321,53.08568793,0.976704046,4536.459792,14825,4536.459792,14584,4536.459792,14210,4536.459792,14664,4536.459792,14494,4536.459792,14772
HATP22B-0303_C.fit,303,0,60037.81187,2460037.812,2460037.812,2460037.814,2460037.815,1.560270909,39.77379273,-29.9375,60,10.37805556,50.21833333,22.39063933,38,66,99,4.329610684,0.2307095,0.161563119,0.279383024,0.136937571,0.170222051,0.233303395,0.018735592,0.002419362,0.002158652,0.00265829,0.002083217,0.002188547,0.002436613,231.0901434,95.35966124,74.84443339,105.0987725,65.73369374,77.7785686,95.74907531,932031.9308,3999.415555,2037.468625,995.4240657,2037.968625,1052.075934,4035335.405,4536.459792,2255.341906,1789.234437,14283.59766,889.5340399,613.8522064,14559,23.49267506,23.64181922,23.99826964,23.2853688,344.5323737,0.998764682,2223.91844,1577.367798,2224.41844,470.1322016,174719.2339,1626.803166,107.4003528,1201.745117,38.51444562,610.4842579,22.89324343,23.34228895,23.51461167,23.16996624,41.75354186,0.982953456,2490.353816,761.3040077,2490.853816,1286.195992,129637.3681,1628.446788,79.60798536,1079.133545,28.57677,616.0616631,23.05774269,23.24740422,25.24362,21.25118845,343.3230882,0.958344799,2977.03007,575.2259783,2977.53007,1472.274022,203530.8384,1647.29729,123.5544062,1307.034424,44.8655665,618.9322828,22.56869698,22.92689883,23.69751831,22.15627935,23.43989716,0.990349455,2427.143876,146.9215164,2427.643876,1900.578484,112257.8691,1632.951253,68.745389,1109.128906,24.74569912,622.9494616,22.27771565,20.42730907,21.87167521,18.98294292,18.3086917,0.969265747,2736.172174,1568.526396,2736.672174,478.973604,135574.6005,1628.40539,83.25604995,1043.737793,29.88555101,613.7751363,23.28933473,22.69592339,26.10292936,19.28891742,5.493025056,0.910541874,155.9029578,878.2043331,156.4029578,1169.295667,176312.0208,1632.53638,107.9988311,1456.535034,38.86555351,612.0788229,19.15506674,20.41530717,20.00810677,20.82250758,80.24211694,0.998210175,4536.459792,14920,4536.459792,14604,4536.459792,14488,4536.459792,14605,4536.459792,14493,4536.459792,14629
HATP22B-0304_C.fit,304,0,60037.81272,2460037.813,2460037.812,2460037.815,2460037.816,1.566273809,39.59019094,-29.9375,60,10.37805556,50.21694444,22.04096361,38,66,99,4.335761301,0.232059957,0.161085967,0.283381274,0.136616773,0.167442098,0.232256582,0.017902858,0.002318068,0.002058179,0.002553972,0.001986336,0.002075604,0.002317976,242.1826372,100.1091904,78.26627225,110.9570714,68.77827695,80.67149218,100.1980162,960512.0237,3931.883313,2034.81533,995.3561016,2035.31533,1052.143898,4164550.862,4536.459792,2252.774603,1848.631841,14709.65332,918.0178053,588.7623209,14535,23.09541974,23.62035691,23.95167144,23.28904238,333.843989,0.997895244,2221.481962,1577.620511,2221.981962,469.8794894,180913.5814,1603.683022,112.8113093,1208.637085,39.87990408,585.7156479,22.51037484,23.48111587,23.38647333,23.57575841,48.64111628,0.995955758,2487.810514,761.1646835,2488.310514,1286.335317,133258.8734,1601.357977,83.21616735,1084.626099,29.37508091,591.4302425,22.77118793,23.02687627,25.4926419,20.56111063,353.6325588,0.952877915,2974.595831,575.191252,2975.095831,1472.308748,212089.0545,1619.499231,130.9596512,1282.27771,46.75210721,593.6203912,22.51524741,23.56724312,24.38153475,22.75295149,346.412448,0.993980479,2424.902813,146.7785776,2425.402813,1900.721422,115449.6888,1605.360446,71.9151198,1063.171265,25.44929177,597.3349488,21.11853822,21.21839375,24.18442738,18.25236011,9.241084675,0.916406035,2733.911804,1568.621353,2734.411804,478.8786471,137762.8481,1598.255813,86.19574351,1032.190918,30.36792002,588.7916584,23.03417449,20.99504521,24.0447678,17.94532262,18.50711467,0.873037445,153.4389879,878.0598728,153.9389879,1169.440127,181037.9774,1602.865626,112.946447,1500.259277,39.90732548,586.4194533,19.24180266,19.8344112,18.85213628,20.81668613,82.61674617,0.989559255,4536.459792,14587,4536.459792,14560,4536.459792,14535,4536.459792,14511,4536.459792,14633,4536.459792,14721
HATP22B-0305_C.fit,305,0,60037.81357,2460037.814,2460037.813,2460037.816,2460037.817,1.572252349,39.40920105,-29.96875,60,10.37805556,50.21638889,22.22739058,38,66,99,4.319690337,0.231446013,0.15903724,0.27830014,0.142199583,0.168658539,0.232002099,0.017879684,0.002319268,0.002054546,0.002538097,0.0020104,0.002082469,0.002324811,241.597686,99.79268223,77.40748963,109.6491219,70.73197122,80.98968664,99.79394669,957665.3317,3929.564844,2036.811775,995.2581416,2037.311775,1052.241858,4136817.68,4536.459792,2248.317934,1839.961162,14867.20215,911.9044077,589.1422658,14638,23.59815369,23.69338023,24.31687792,23.06988254,343.4440213,0.996057278,2223.587251,1577.39454,2224.087251,470.1054605,179989.8819,1601.018234,112.4221312,1214.069092,39.67628728,585.0425575,22.83230869,22.94253229,22.98174064,22.90332395,42.98431923,0.997636311,2489.876532,761.2752398,2490.376532,1286.22476,131406.0033,1598.715376,82.1947454,1075.299072,28.96664125,591.6901842,22.850676,22.71617006,25.48894136,19.94339875,359.4493673,0.94211945,2976.69004,574.9808165,2977.19004,1472.519184,208494.3807,1619.494154,128.7404343,1314.791504,45.95971094,594.1431043,22.45525617,23.58148577,24.97698522,22.18598632,355.5565369,0.985749474,2426.407563,146.6068585,2426.907563,1900.893142,119225.7581,1606.611568,74.20944831,1082.223633,26.28167416,597.4484264,22.21974072,23.56041394,24.65188524,22.46894263,6.806609428,0.990950856,2735.779573,1568.338152,2736.279573,479.1618485,138208.4076,1595.393376,86.62967376,1036.68457,30.46613747,588.0910996,22.91227913,22.28054086,24.17436407,20.38671765,12.49266028,0.96532796,155.5028142,878.1857145,156.0028142,1169.314285,180340.8999,1604.084647,112.4260495,1465.322754,39.75366436,584.8041408,18.72331965,20.03264903,19.15368573,20.91161234,287.7278616,0.988438779,4536.459792,14725,4536.459792,14767,4536.459792,14528,4536.459792,14481,4536.459792,14806,4536.459792,14462
HATP22B-0306_C.fit,306,0,60037.8144,2460037.814,2460037.814,2460037.817,2460037.818,1.578330924,39.22705982,-29.9375,60,10.37777778,50.21694444,23.07396156,38,66,99,4.337234868,0.230094863,0.155351292,0.280910367,0.137348648,0.17438474,0.234454158,0.019211512,0.002477173,0.002187045,0.00272807,0.002133177,0.002254241,0.002500484,225.762285,92.88608317,71.03251378,102.9703513,64.38690869,77.35850944,93.76351733,910822.4578,4001.166197,2037.084347,996.1167925,2037.584347,1051.383208,3950450.922,4536.459792,2242.421745,1761.689535,12207.1123,870.8224262,614.3620736,14727,24.40909289,24.62502545,25.03052725,24.21952365,336.3491045,0.99764266,2223.456131,1578.067656,2223.956131,469.4323439,170373.5014,1630.173675,104.5124848,1101.712158,37.55648881,610.2332137,23.98922108,23.67779506,23.50741729,23.84817283,48.25666336,0.983905797,2490.066409,761.7560577,2490.566409,1285.743942,122471.3616,1627.979787,75.22904313,1000.46875,26.9971227,616.5650262,23.68787742,23.05950732,25.70541983,20.41359481,355.6483641,0.947493946,2976.709593,575.855397,2977.209593,1471.644603,199748.1458,1647.394828,121.2509244,1228.169922,44.03172407,618.95318,23.2156109,24.55147607,25.32415128,23.77880086,354.5809278,0.995901053,2427.129902,147.5137213,2427.629902,1899.986279,109992.8623,1632.979116,67.35717639,1025.373291,24.24640962,622.9798927,22.36500468,22.5153587,25.60540744,19.42530997,357.3486513,0.926793413,2735.725583,1569.209236,2736.225583,478.2907635,135248.2981,1628.010142,83.07583264,1018.113281,29.81362214,613.0411243,24.15100602,24.38972307,25.57496227,23.20448386,16.68326641,0.986520914,156.1336482,878.6326341,156.6336482,1168.867366,172988.2885,1634.196746,105.8552398,1330.731689,38.13288257,612.035944,19.69991791,20.89814443,19.43459995,22.36168891,89.05096,0.980551617,4536.459792,14560,4536.459792,14578,4536.459792,14427,4536.459792,14572,4536.459792,14454,4536.459792,14446
