pl_name,pl_orbper,pl_orbpererr1,pl_orbeccen,pl_orbeccenerr1,pl_orbincl,pl_orbinclerr1,pl_tranmid,pl_tranmiderr1,pl_ratdor,pl_ratdorerr1,pl_ratror,pl_ratrorerr1,pl_orblper,pl_orblpererr1,st_teff,st_met,st_logg
Kepler-715 b,10.00652995,0.00001932,0,,84.8,,2455009.969,0.00153,9.19,4.2,0.03268,0.00079,,,6063,-0.02,4.47
Kepler-715 b,10.00653012,0.00002001,,,,,2455009.969,0.00152,,,,,,,5855,,4.32
Kepler-715 b,,,,,,,,,,,,,,,6074,,
Kepler-715 b,10.00652995,0.00001932,,,,,2455009.969,0.00153,,,0.03268,0.00079,,,5871,0.02,4.42
Kepler-715 b,10.00654756,0.00000222,,,,,2454969.94,0.001974,,,,,,,5855,,4.32
Kepler-715 b,10.00652995,0.00001932,0,,84.8,,2455009.969,0.00153,9.19,4.2,0.03268,0.00079,,,6063,-0.02,4.47
Kepler-715 b,10.00652995,0.00001932,0,,84.8,,2455009.969,0.00153,9.19,4.2,0.03268,0.00079,,,6063,-0.02,4.47
Kepler-715 b,10.006563,0.000067,0,,85.94,,2455009.966,0.0023,10.3,1,0.03018,0.00042,,,6040,,4.51
Kepler-715 b,10.00653012,0.00002001,0,,83.94,,2455009.969,0.00152,8.17,3.8,0.03217,0.00057,,,6063,-0.02,4.47
Kepler-714 b,8.09888799,0.00000219,0,,89.95,,2455009.624,0.000218,15.8326,0.0797,0.07906,0.00024,,,6167,0.07,4.44
Kepler-714 b,8.09888799,0.00000219,0,,89.95,,2455009.624,0.000218,15.8326,0.0797,0.07906,0.00024,,,6167,0.07,4.44
Kepler-714 b,8.09888774,0.00000026,,,,,2454969.129,0.000235,,,,,,,5923,,4.06
Kepler-714 b,8.09888799,0.00000219,0,,89.95,,2455009.624,0.000218,15.8326,0.0797,0.07906,0.00024,,,6167,0.07,4.44
Kepler-714 b,8.09888906,0.00000218,,,,,2455009.624,0.000216,,,,,,,5923,,4.06
Kepler-714 b,8.09888906,0.00000218,0,,89.93,,2455009.624,0.000216,15.8546,0.0985,0.07621,0.00027,,,6214,0.07,4.44
Kepler-714 b,,,,,,,,,,,,,,,6217,,
Kepler-714 b,8.0988814,0.0000073,0,,89.95,,2455009.623,0.00031,15.8,2.4,0.07533,0.00087,,,6171,,4.47
Kepler-714 b,8.09888562,0.00000174,,,,,2455009.624,0.000173,,,,,,,5923,,4.06
Kepler-714 b,8.09888799,0.00000219,,,,,2455009.624,0.000218,,,0.07906,0.00024,,,5995,0.04,4.37
Kepler-713 b,7.41113177,0.00001357,,,,,2455008.348,0.00147,,,,,,,5819,,4.39
Kepler-713 b,7.41113995,0.0000139,,,,,2455008.345,0.001472,,,,,,,5819,,4.39
Kepler-713 b,7.41113177,0.00001357,0,,87.54,,2455008.348,0.00147,16.55,6.3,0.02444,0.0003,,,5849,-0.02,4.52
Kepler-713 b,7.411141,0.00001344,0,,89.95,,2455008.347,0.00149,23.32,1.4,0.0232,0.00075,,,5849,-0.02,4.52
Kepler-713 b,7.411141,0.00001344,,,,,2455008.347,0.00149,,,0.0232,0.00075,,,5785,-0.03,4.44
Kepler-713 b,7.411138,0.000043,0,,87.09,,2455008.346,0.002,14.7,6,0.0256,0.0035,,,5803,,4.52
Kepler-713 b,7.41114851,0.00000175,,,,,2454971.29,0.001558,,,,,,,5819,,4.39
Kepler-713 b,7.411141,0.00001344,0,,89.95,,2455008.347,0.00149,23.32,1.4,0.0232,0.00075,,,5849,-0.02,4.52
Kepler-713 b,7.411141,0.00001344,0,,89.95,,2455008.347,0.00149,23.32,1.4,0.0232,0.00075,,,5849,-0.02,4.52
Kepler-713 b,,,,,,,,,,,,,,,5845,,
Kepler-712 c,226.8904775,0.0009057,,,,,2455040.36,0.00362,,,,,,,4996,-0.05,4.59
Kepler-712 c,226.89047,0.001096,0,,89.95,,2455040.36,0.00474,176.5,70.9,0.05718,0.0026,,,5330,-0.4,4.61
Kepler-712 c,226.8904775,0.0009057,0,,89.76,,2455040.36,0.00362,174.7,76.5,0.05536,0.00493,,,5067,-0.08,4.58
Kepler-712 c,226.89047,0.001096,0,,89.95,,2455040.36,0.00474,176.5,70.9,0.05718,0.0026,,,5330,-0.4,4.61
Kepler-712 c,,,,,,,,,,,,,,,4927,,
Kepler-712 c,226.8897,0.0053,0,,89.38,,2455040.359,0.0057,131,34,0.056,0.0033,,,5207,,4.64
Kepler-712 c,226.89047,0.001096,0,,89.95,,2455040.36,0.00474,176.5,70.9,0.05718,0.0026,,,5330,-0.4,4.61
Kepler-712 c,226.891026,0.00000631,,,,,2455040.361,0.00679,,,,,,,4996,-0.05,4.59
Kepler-712 c,226.89047,0.001096,,,,,2455040.36,0.00474,,,0.05718,0.0026,,,5148,-0.03,4.58
Kepler-712 c,226.8910432,0.00052799,,,,,2455040.358,0.002583,,,,,,,4996,-0.05,4.59
Kepler-712 b,21.02247699,0.00004431,,,,,2455040.677,0.00167,,,0.03982,0.00116,,,5148,-0.03,4.58
Kepler-712 b,21.02250608,0.00004091,,,,,2455040.676,0.00148,,,,,,,4996,-0.05,4.59
Kepler-712 b,21.02250694,0.00000211,,,,,2454977.607,0.00194,,,,,,,4996,-0.05,4.59
Kepler-712 b,21.02247699,0.00004431,0,,89.95,,2455040.677,0.00167,40.828,0.956,0.03982,0.00116,,,5330,-0.4,4.61
Kepler-712 b,21.02247699,0.00004431,0,,89.95,,2455040.677,0.00167,40.828,0.956,0.03982,0.00116,,,5330,-0.4,4.61
Kepler-712 b,21.02250608,0.00004091,0,,89.95,,2455040.676,0.00148,40.546,0.213,0.03747,0.00105,,,5067,-0.08,4.58
Kepler-712 b,21.02247699,0.00004431,0,,89.95,,2455040.677,0.00167,40.828,0.956,0.03982,0.00116,,,5330,-0.4,4.61
Kepler-712 b,21.02242098,0.00004194,,,,,2455040.679,0.001479,,,,,,,4996,-0.05,4.59
Kepler-712 b,,,,,,,,,,,,,,,4927,,
Kepler-712 b,21.02236,0.00015,0,,88.24,,2455040.677,0.0022,26.8,7.1,0.042,0.0022,,,5207,,4.64
Kepler-711 b,23.58914398,0.00006647,0,,87.66,,2455006.821,0.00217,20.13,9.4,0.03895,0,,,4919,-0.24,4.57
Kepler-711 b,23.58914398,0.00006647,,,,,2455006.821,0.00217,,,0.03895,0,,,5222,-0.04,4.56
Kepler-711 b,23.58920249,0.00005508,,,,,2455006.818,0.001908,,,,,,,4907,,4.56
Kepler-711 b,23.58914398,0.00006647,0,,87.66,,2455006.821,0.00217,20.13,9.4,0.03895,0,,,4919,-0.24,4.57
Kepler-711 b,,,,,,,,,,,,,,,4906,,
Kepler-711 b,23.58920791,0.00000312,,,,,2454983.231,0.002806,,,,,,,4907,,4.56
Kepler-711 b,23.58917143,0.00005786,,,,,2455006.82,0.00194,,,,,,,4907,,4.56
Kepler-711 b,23.58914398,0.00006647,0,,87.66,,2455006.821,0.00217,20.13,9.4,0.03895,0,,,4919,-0.24,4.57
Kepler-711 b,23.58917143,0.00005786,0,,86.86,,2455006.82,0.00194,16.88,8.2,0.04015,0.00097,,,4919,-0.24,4.57
Kepler-711 b,23.58906,0.00023,0,,87.09,,2455006.82,0.0033,18.7,4.3,0.039,0.0012,,,4922,,4.6
Kepler-710 b,4.34728553,0.00000834,0,,89.38,,2455005.234,0.00161,15.99,2.1,0.01944,0.00051,,,5666,-0.5,4.59
Kepler-710 b,4.34728878,0.00000851,0,,89.91,,2455005.233,0.00157,16.107,0.342,0.01927,0.00061,,,5754,0.16,4.34
Kepler-710 b,4.34728878,0.00000851,,,,,2455005.233,0.00157,,,,,,,5674.41,0.062,4.15
Kepler-710 b,4.347326,0.000029,0,,86.52,,2455005.23,0.002,11.2,4.6,0.021,0.0014,,,5725,,4.56
Kepler-710 b,4.34728553,0.00000834,0,,89.38,,2455005.234,0.00161,15.99,2.1,0.01944,0.00051,,,5666,-0.5,4.59
Kepler-710 b,4.34728553,0.00000834,,,,,2455005.234,0.00161,,,0.01944,0.00051,,,5611,-0.04,4.5
Kepler-710 b,4.34727172,0.00000275,,,,,2454966.11,0.002442,,,,,,,5674.41,0.062,4.15
Kepler-710 b,4.34728553,0.00000834,0,,89.38,,2455005.234,0.00161,15.99,2.1,0.01944,0.00051,,,5666,-0.5,4.59
Kepler-710 b,4.34729687,0.00000958,,,,,2455005.235,0.001751,,,,,,,5674.41,0.062,4.15
Kepler-710 b,,,,,,,,,,,,,,,5757,,
Kepler-709 b,16.08524954,0.00002644,0,,89.95,,2455013.281,0.00128,35.5,2.3,0.03533,0.00103,,,5239,0,4.52
Kepler-709 b,16.085351,0.000071,0,,88.24,,2455013.278,0.0015,25,11,0.0377,0.0047,,,5192,,4.53
Kepler-709 b,16.08524954,0.00002644,,,,,2455013.281,0.00128,,,0.03533,0.00103,,,5071,-0.08,4.58
Kepler-709 b,16.08518937,0.00003022,0,,87.21,,2455013.283,0.00145,17.79,8.2,0.04077,0.00069,,,5239,0,4.52
Kepler-709 b,16.08518937,0.00003022,,,,,2455013.283,0.00145,,,,,,,5128.33,0.133,4.65
Kepler-709 b,16.08523449,0.00000171,,,,,2454965.025,0.001476,,,,,,,5128.33,0.133,4.65
Kepler-709 b,16.08524954,0.00002644,0,,89.95,,2455013.281,0.00128,35.5,2.3,0.03533,0.00103,,,5239,0,4.52
Kepler-709 b,16.08524954,0.00002644,0,,89.95,,2455013.281,0.00128,35.5,2.3,0.03533,0.00103,,,5239,0,4.52
Kepler-709 b,16.08517657,0.00002276,,,,,2455013.284,0.001114,,,,,,,5128.33,0.133,4.65
Kepler-709 b,,,,,,,,,,,,,,,5239,,
Kepler-708 b,3.16789194,0.00000384,0,,87.66,,2455005.149,0.000981,10.37,3.7,0.02792,0.00021,,,5895,-0.02,4.5
Kepler-708 b,3.16789194,0.00000384,0,,87.66,,2455005.149,0.000981,10.37,3.7,0.02792,0.00021,,,5895,-0.02,4.5
Kepler-708 b,3.16789352,0.00000122,,,,,2454967.133,0.001099,,,,,,,5648.27,0.114,4.36
Kepler-708 b,3.167876,0.00002,0,,84.8,,2455005.148,0.0019,7.9,3.8,0.0275,0.0032,,,5859,,4.53
Kepler-708 b,3.16789194,0.00000384,0,,87.66,,2455005.149,0.000981,10.37,3.7,0.02792,0.00021,,,5895,-0.02,4.5
Kepler-708 b,3.16789194,0.00000384,,,,,2455005.149,0.000981,,,0.02792,0.00021,,,5692,0.01,4.47
Kepler-708 b,3.16787374,0.00000392,,,,,2455005.152,0.001014,,,,,,,5648.27,0.114,4.36
Kepler-708 b,3.16789342,0.00000387,0,,89.87,,2455005.148,0.000988,11.389,0.58,0.02551,0.00059,,,5895,-0.02,4.5
Kepler-708 b,3.16789342,0.00000387,,,,,2455005.148,0.000988,,,,,,,5648.27,0.114,4.36
Kepler-708 b,,,,,,,,,,,,,,,5896,,
Kepler-707 b,2.237492,0.000019,0,,67.04,,2455003.817,0.0024,2.5,1.2,0.0224,0.0013,,,5215,,4.62
Kepler-707 b,,,,,,,,,,,,,,,5263,,
Kepler-707 b,2.23749275,0.00000468,0,,89.38,,2455003.817,0.00161,9.494,0.886,0.01635,0.00066,,,5228,-0.14,4.6
Kepler-707 b,2.23749275,0.00000468,,,,,2455003.817,0.00161,,,0.01635,0.00066,,,5099,-0.12,4.58
Kepler-707 b,2.23748957,0.00000502,,,,,2455003.819,0.00173,,,,,,,5110,,4.66
Kepler-707 b,2.23748957,0.00000502,0,,89.23,,2455003.819,0.00173,9.527,0.653,0.01594,0.00063,,,5265,0.14,4.58
Kepler-707 b,2.23749275,0.00000468,0,,89.38,,2455003.817,0.00161,9.494,0.886,0.01635,0.00066,,,5228,-0.14,4.6
Kepler-707 b,2.23751556,0.00000286,,,,,2455003.81,0.000181,,,,,,,5110,,4.66
Kepler-707 b,2.23749275,0.00000468,0,,89.38,,2455003.817,0.00161,9.494,0.886,0.01635,0.00066,,,5228,-0.14,4.6
Kepler-706 b,41.40831347,0.00000696,0,,89.95,,2455028.787,0.000129,69.05,2,0.14357,0.00029,,,5522,-0.46,4.59
Kepler-706 b,41.40831347,0.00000696,,,,,2455028.787,0.000129,,,0.14357,0.00029,,,5394,-0.06,4.54
Kepler-706 b,41.40831669,0.00000658,0,,89.68,,2455028.787,0.000123,67.69,2,0.13952,0.00024,,,5522,-0.46,4.59
Kepler-706 b,41.40831347,0.00000696,0,,89.95,,2455028.787,0.000129,69.05,2,0.14357,0.00029,,,5522,-0.46,4.59
Kepler-706 b,,,,,,,,,,,,,,,5526,,
Kepler-706 b,41.40831347,0.00000696,0,,89.95,,2455028.787,0.000129,69.05,2,0.14357,0.00029,,,5522,-0.46,4.59
Kepler-706 b,41.4083,0.000022,0,,89.95,,2455028.787,0.00017,73.1,3.8,0.13662,0.00068,,,5579,,4.57
Kepler-706 b,41.40831669,0.00000658,,,,,2455028.787,0.000123,,,,,,,5173.66,-0.505,4.41
Kepler-706 b,41.40831795,0.00000015,,,,,2454987.379,0.000133,,,,,,,5173.66,-0.505,4.41
Kepler-706 b,41.4083208,0.00000615,,,,,2455028.787,0.000113,,,,,,,5173.66,-0.505,4.41
Kepler-705 b,56.05623,0.00019,,,89.99,0.004,2455034.165,0.0026,97.3,1.9,0.0503,0.0027,,,3674,0.21,4.76
Kepler-705 b,56.0560754,0.0002753,,,,,2455034.166,0.00329,,,,,,,3631,,4.69
Kepler-705 b,56.0560538,0.0002486,0,,89.95,,2455034.166,0.00306,96.76,7.1,0.03825,0.0015,,,3593,0.16,4.78
Kepler-705 b,,,,,,,,,,,,,,,3593,,
Kepler-705 b,56.0560538,0.0002486,,,,,2455034.166,0.00306,,,0.03825,0.0015,,,3722,0.07,4.75
Kepler-705 b,56.05628,0.00085,0,,89.38,,2455034.163,0.0044,73,35,0.04,0.017,,,3893,,4.75
Kepler-705 b,56.0560538,0.0002486,0,,89.95,,2455034.166,0.00306,96.76,7.1,0.03825,0.0015,,,3593,0.16,4.78
Kepler-705 b,56.05602601,0.00021892,,,,,2455034.165,0.002822,,,,,,,3631,,4.69
Kepler-705 b,56.0560754,0.0002753,0,,89.99,,2455034.166,0.00329,94.7,7.6,0.03613,0.00146,,,3593,0.26,4.76
Kepler-705 b,56.0560538,0.0002486,0,,89.95,,2455034.166,0.00306,96.76,7.1,0.03825,0.0015,,,3593,0.16,4.78
Kepler-705 b,56.05597307,0.00000403,,,,,2454978.112,0.003397,,,,,,,3631,,4.69
Kepler-704 b,3.76182115,0.00001161,0,,79.07,,2455004.904,0.00206,4.56,2.2,0.02499,0.00102,,,5653,0.1,4.47
Kepler-704 b,3.76185348,0.0000041,,,,,2454967.283,0.003683,,,,,,,5427,,4.27
Kepler-704 b,3.76181843,0.0000114,0,,75.62,,2455004.904,0.00209,3.73,1.8,0.02566,0.0002,,,5653,0.1,4.47
Kepler-704 b,3.76182115,0.00001161,0,,79.07,,2455004.904,0.00206,4.56,2.2,0.02499,0.00102,,,5653,0.1,4.47
Kepler-704 b,,,,,,,,,,,,,,,5653,,
Kepler-704 b,3.76182115,0.00001161,0,,79.07,,2455004.904,0.00206,4.56,2.2,0.02499,0.00102,,,5653,0.1,4.47
Kepler-704 b,3.761849,0.000033,0,,85.37,,2455004.902,0.0027,7.8,2.9,0.0215,0.0014,,,5577,,4.47
Kepler-704 b,3.76182115,0.00001161,,,,,2455004.904,0.00206,,,0.02499,0.00102,,,5616,0.09,4.46
Kepler-704 b,3.76181843,0.0000114,,,,,2455004.904,0.00209,,,,,,,5427,,4.27
Kepler-703 b,4.5835184,0.000006,0,,88.81,,2455002.973,0.00042,13,3.9,0.0566,0.0029,,,5796,,4.55
Kepler-703 b,,,,,,,,,,,,,,,5814,,
Kepler-703 b,4.58352176,0.00000173,0,,89.95,,2455002.974,0.000301,13.6681,0.086,0.05941,0.00057,,,5815,-0.12,4.54
Kepler-703 b,4.58352095,0.00000418,,,,,2455002.974,0.000733,,,,,,,5825,,4.41
Kepler-703 b,4.58352176,0.00000173,0,,89.95,,2455002.974,0.000301,13.6681,0.086,0.05941,0.00057,,,5815,-0.12,4.54
Kepler-703 b,4.58352095,0.00000418,0,,89.81,,2455002.974,0.000733,13.672,0.277,0.05629,0.00103,,,5815,-0.12,4.54
Kepler-703 b,4.5835218,0.00000126,,,,,2455002.974,0.000223,,,,,,,5825,,4.41
Kepler-703 b,4.58352176,0.00000173,0,,89.95,,2455002.974,0.000301,13.6681,0.086,0.05941,0.00057,,,5815,-0.12,4.54
Kepler-703 b,4.58352176,0.00000173,,,,,2455002.974,0.000301,,,0.05941,0.00057,,,6185,0.05,4.29
Kepler-703 b,4.58352177,0.00000035,,,,,2454966.306,0.000306,,,,,,,5825,,4.41
Kepler-702 b,10.5262937,0.000006,0,,88.81,,2455009.522,0.00019,28.4,4.4,0.0954,0.0014,,,5388,,4.55
Kepler-702 b,10.52629406,0.0000019,0,,88.81,,2455009.523,0.000142,28.77,4.6,0.09819,0.00065,,,5386,-0.2,4.55
Kepler-702 b,,,,,,,,,,,,,,,5389,,
Kepler-702 b,10.52629331,0.00000019,,,,,2454967.417,0.000168,,,,,,,5171.07,0.256,4.35
Kepler-702 b,10.52629406,0.0000019,,,,,2455009.523,0.000142,,,0.09819,0.00065,,,5419,0,4.53
Kepler-702 b,10.52629443,0.00000162,,,,,2455009.522,0.000123,,,,,,,5171.07,0.256,4.35
Kepler-702 b,10.52629406,0.0000019,0,,88.81,,2455009.523,0.000142,28.77,4.6,0.09819,0.00065,,,5386,-0.2,4.55
Kepler-702 b,10.52629406,0.0000019,0,,88.81,,2455009.523,0.000142,28.77,4.6,0.09819,0.00065,,,5386,-0.2,4.55
Kepler-702 b,10.52629458,0.00000178,0,,88.69,,2455009.522,0.000136,28.26,3.9,0.09514,0.00059,,,5386,-0.2,4.55
Kepler-702 b,10.52629458,0.00000178,,,,,2455009.522,0.000136,,,,,,,5171.07,0.256,4.35
Kepler-701 b,10.35535888,0.00001774,,,,,2455003.936,0.001337,,,,,,,5248,,4.5
Kepler-701 b,10.35533177,0.00002064,0,,85.94,,2455003.937,0.00149,12.05,5.9,0.03078,0.00037,,,5501,0.02,4.46
Kepler-701 b,10.35530672,0.00000231,,,,,2454972.873,0.002016,,,,,,,5248,,4.5
Kepler-701 b,10.35533116,0.00002087,0,,89.93,,2455003.937,0.0016,25.51,1.7,0.02467,0.00086,,,5501,0.02,4.46
Kepler-701 b,10.35533116,0.00002087,,,,,2455003.937,0.0016,,,,,,,5248,,4.5
Kepler-701 b,10.35533177,0.00002064,0,,85.94,,2455003.937,0.00149,12.05,5.9,0.03078,0.00037,,,5501,0.02,4.46
Kepler-701 b,,,,,,,,,,,,,,,5507,,
Kepler-701 b,10.35533177,0.00002064,0,,85.94,,2455003.937,0.00149,12.05,5.9,0.03078,0.00037,,,5501,0.02,4.46
Kepler-701 b,10.35533177,0.00002064,,,,,2455003.937,0.00149,,,0.03078,0.00037,,,5343,0,4.54
Kepler-701 b,10.355459,0.000072,0,,89.38,,2455003.932,0.0023,25,12,0.0247,0.0022,,,5455,,4.47
Kepler-700 b,80.8720639,0.0001727,0,,89.38,,2455036.897,0.00146,50.3,22.7,0.05673,0.00001,,,5665,-0.58,4.56
Kepler-700 b,80.8720639,0.0001727,0,,89.38,,2455036.897,0.00146,50.3,22.7,0.05673,0.00001,,,5665,-0.58,4.56
Kepler-700 b,,,,,,,,,,,,,,,5512,,
Kepler-700 b,80.8720639,0.0001727,0,,89.38,,2455036.897,0.00146,50.3,22.7,0.05673,0.00001,,,5665,-0.58,4.56
Kepler-700 b,80.8723469,0.0001468,,,,,2455036.895,0.00131,,,,,,,5540,,4.12
Kepler-700 b,80.8720639,0.0001727,,,,,2455036.897,0.00146,,,0.05673,0.00001,,,5692,0.04,4.47
Kepler-700 b,80.8723469,0.0001468,0,,89.4,,2455036.895,0.00131,50.5,14.5,0.05613,0.00262,,,5510,0.16,4.22
Kepler-700 b,80.87198379,0.00009371,,,,,2455036.898,0.000866,,,,,,,5540,,4.12
Kepler-700 b,80.87226268,0.00000164,,,,,2455036.891,0.001242,,,,,,,5540,,4.12
Kepler-700 b,80.87159,0.00045,0,,89.38,,2455036.897,0.0019,45.9,2,0.05766,0.00032,,,5738,,4.55
Kepler-7 b,4.885525,0.00004,0,,86.5,0.4,2454967.276,0.00014,7.22,0.16,0.08241,0.0003,,,5933,0.11,4.03
Kepler-7 b,,,,,,,,,,,,,,,5974,0.17,3.84
Kepler-7 b,4.88548917,0.00000086,0,,85.94,,2454967.276,0.000063,6.842,0.024,0.08284,0.00003,,,5934,,4.04
Kepler-7 b,4.88548895,0.00000022,0,,88.24,,2454967.277,0.000037,7.747,0.215,0.08068,0.00005,,,6027,0.1,3.97
Kepler-7 b,4.8854886,0.00000027,,,,,2454967.277,0.000045,,,,,,,5974,0.17,3.84
Kepler-7 b,4.8854892,0.0000009,,,85.161,0.055,2454967.277,0.00003,6.637,0.021,0.08294,0.00011,,,5933,0.11,3.98
Kepler-7 b,4.88548862,0.00000017,,,,,2454967.277,0.000029,,,,,,,5974,0.17,3.84
Kepler-7 b,4.88548439,0.00001839,,,,,2459422.844,0.002589,,,,,,,5974,,3.84
Kepler-7 b,4.88548895,0.00000022,0,,88.24,,2454967.277,0.000037,7.747,0.215,0.08068,0.00005,,,6027,0.1,3.97
Kepler-7 b,4.8854886,0.00000027,0,,87.2,,2454967.277,0.000045,7.392,0.146,0.0799,0.00009,,,6036,0.1,3.97
Kepler-7 b,4.8854886,0.0000013,0.026,,85.32,0.16,2455094.299,0.000056,,,,,,,5933,0.11,
Kepler-7 b,4.8854922,0.0000038,,,85.32,0.16,2455074.757,0.000053,6.7069,0.059,,,,,5933,0.11,3.97
Kepler-7 b,4.8854889,0.00000004,,,,,2454957.505,0.00004,,,,,,,5974,0.17,3.84
Kepler-7 b,4.8854948,0.0000082,,,85.31,0.43,2454967.276,0.00011,6.6934,0.1606,,,,,5933,0.11,3.96
Kepler-7 b,4.88548895,0.00000022,,,,,2454967.277,0.000037,,,0.08068,0.00005,,,6083,0.11,3.97
Kepler-7 b,,,,,,,,,,,,,,,6084,,
Kepler-7 b,4.88548895,0.00000022,0,,88.24,,2454967.277,0.000037,7.747,0.215,0.08068,0.00005,,,6027,0.1,3.97
Kepler-698 b,16.32986,0.00011,0,,88.24,,2455010.291,0.0024,17.5,2.9,0.03288,0.00051,,,5846,,4.44
Kepler-698 b,16.32976218,0.00003512,0,,86.52,,2455010.295,0.00174,12.52,6.1,0.03701,0.00015,,,5870,-0.06,4.45
Kepler-698 b,16.32976218,0.00003512,0,,86.52,,2455010.295,0.00174,12.52,6.1,0.03701,0.00015,,,5870,-0.06,4.45
Kepler-698 b,16.32976218,0.00003512,,,,,2455010.295,0.00174,,,0.03701,0.00015,,,5612,-0.03,4.5
Kepler-698 b,16.32971812,0.00000241,,,,,2454977.638,0.002152,,,,,,,5568,,3.98
Kepler-698 b,16.3297527,0.00003611,0,,86.59,,2455010.295,0.00181,13.31,6.4,0.03482,0.00206,,,5878,-0.06,4.44
Kepler-698 b,16.3297527,0.00003611,,,,,2455010.295,0.00181,,,,,,,5568,,3.98
Kepler-698 b,16.32976218,0.00003512,0,,86.52,,2455010.295,0.00174,12.52,6.1,0.03701,0.00015,,,5870,-0.06,4.45
Kepler-698 b,16.32967059,0.00004022,,,,,2455010.302,0.001953,,,,,,,5568,,3.98
Kepler-698 b,,,,,,,,,,,,,,,5875,,
Kepler-697 b,3.70987078,0.00000304,,,,,2455004.988,0.000638,,,,,,,5546,,4.39
Kepler-697 b,3.70987078,0.00000304,0,,89.86,,2455004.988,0.000638,9.6255,0.0157,0.04069,0.00071,,,5727,0.14,4.46
Kepler-697 b,3.70987065,0.00000305,0,,89.38,,2455004.988,0.000629,9.484,0.441,0.0426,0.00057,,,5576,0.02,4.56
Kepler-697 b,3.709884,0.00001,0,,87.66,,2455004.986,0.00085,8.8,2.5,0.0416,0.002,,,5526,,4.59
Kepler-697 b,3.70987065,0.00000305,,,,,2455004.988,0.000629,,,0.0426,0.00057,,,5513,-0.01,4.52
Kepler-697 b,3.70987065,0.00000305,0,,89.38,,2455004.988,0.000629,9.484,0.441,0.0426,0.00057,,,5576,0.02,4.56
Kepler-697 b,,,,,,,,,,,,,,,5726,,
Kepler-697 b,3.7098771,0.000003,,,,,2455004.986,0.000633,,,,,,,5546,,4.39
Kepler-697 b,3.70986822,0.00000084,,,,,2454967.89,0.000744,,,,,,,5546,,4.39
Kepler-697 b,3.70987065,0.00000305,0,,89.38,,2455004.988,0.000629,9.484,0.441,0.0426,0.00057,,,5576,0.02,4.56
Kepler-696 b,4.19042431,0.0000004,,,,,2454966.727,0.000356,,,,,,,5726.07,0.184,4.28
Kepler-696 b,,,,,,,,,,,,,,,6071,,
Kepler-696 b,4.19042557,0.0000016,0,,88.81,,2455004.441,0.000311,11.629,0.826,0.05157,0.0003,,,6067,0.2,4.35
Kepler-696 b,4.19042557,0.0000016,,,,,2455004.441,0.000311,,,0.05157,0.0003,,,5903,0.07,4.39
Kepler-696 b,4.19042566,0.00000161,0,,87.52,,2455004.441,0.000306,10.6,3.3,0.05008,0.00173,,,6073,0.2,4.39
Kepler-696 b,4.1904091,0.0000057,0,,85.37,,2455004.442,0.00043,8.6,2.4,0.0523,0.0012,,,5956,,4.4
Kepler-696 b,4.19042557,0.0000016,0,,88.81,,2455004.441,0.000311,11.629,0.826,0.05157,0.0003,,,6067,0.2,4.35
Kepler-696 b,4.19042194,0.0000014,,,,,2455004.442,0.000263,,,,,,,5726.07,0.184,4.28
Kepler-696 b,4.19042557,0.0000016,0,,88.81,,2455004.441,0.000311,11.629,0.826,0.05157,0.0003,,,6067,0.2,4.35
Kepler-696 b,4.19042566,0.00000161,,,,,2455004.441,0.000306,,,,,,,5726.07,0.184,4.28
Kepler-695 b,3.04033046,0.00000034,,,,,2455002.949,0.000089,,,,,,,4903,,4.22
Kepler-695 b,3.04033046,0.00000034,0,,85.95,,2455002.949,0.000089,10.41,1,0.10402,0.00047,,,5035,-0.06,4.52
Kepler-695 b,3.04033042,0.0000003,0,,85.94,,2455002.949,0.000078,10.57,1,0.10615,0.00038,,,5035,-0.06,4.52
Kepler-695 b,3.04033042,0.0000003,0,,85.94,,2455002.949,0.000078,10.57,1,0.10615,0.00038,,,5035,-0.06,4.52
Kepler-695 b,3.04033427,0.00000018,,,,,2455002.949,0.000049,,,,,,,4903,,4.22
Kepler-695 b,3.04033042,0.0000003,0,,85.94,,2455002.949,0.000078,10.57,1,0.10615,0.00038,,,5035,-0.06,4.52
Kepler-695 b,,,,,,,,,,,,,,,5029,,
Kepler-695 b,3.0403293,0.0000011,0,,85.94,,2455002.948,0.0001,10.8,1.2,0.0965,0.0012,,,5004,,4.58
Kepler-695 b,3.04033042,0.0000003,,,,,2455002.949,0.000078,,,0.10615,0.00038,,,5181,-0.01,4.57
Kepler-694 b,6.36583636,0.00000146,,,,,2454965.941,0.001311,,,,,,,5568,,4.44
Kepler-694 b,6.36583971,0.00000806,,,,,2455004.136,0.001,,,,,,,5568,,4.44
Kepler-694 b,6.36584161,0.0000081,,,,,2455004.135,0.00103,,,0.02731,0.00313,,,5700,0,4.47
Kepler-694 b,6.36584161,0.0000081,0,,87.66,,2455004.135,0.00103,14.5,6.3,0.02731,0.00313,,,5787,-0.18,4.55
Kepler-694 b,6.36584161,0.0000081,0,,87.66,,2455004.135,0.00103,14.5,6.3,0.02731,0.00313,,,5787,-0.18,4.55
Kepler-694 b,6.36584549,0.00000787,,,,,2455004.135,0.000975,,,,,,,5568,,4.44
Kepler-694 b,,,,,,,,,,,,,,,5789,,
Kepler-694 b,6.36584161,0.0000081,0,,87.66,,2455004.135,0.00103,14.5,6.3,0.02731,0.00313,,,5787,-0.18,4.55
