pl_name,pl_orbper,pl_orbpererr1,pl_orbeccen,pl_orbeccenerr1,pl_orbincl,pl_orbinclerr1,pl_tranmid,pl_tranmiderr1,pl_ratdor,pl_ratdorerr1,pl_ratror,pl_ratrorerr1,pl_orblper,pl_orblpererr1,st_teff,st_met,st_logg
Kepler-265 e,67.8321638,0.0009119,0,,89.98,,2454958.881,0.012,71.85,6.7,0.02055,0.00109,,,5839,-0.28,4.33
Kepler-265 e,67.83183963,0.00032269,,,,,2454958.898,0.002001,,,,,,,5963,,4.53
Kepler-265 e,67.831024,0.001396,,,,,2454958.897,0.01335,,,,,,,5835,,4.33
Kepler-265 e,67.8318309,0.0008603,0,,89.95,,2454958.884,0.0107,70.7,16.2,0.0219,0.00094,,,6299,-0.32,4.47
Kepler-265 e,,,,,,,,,,,,,,,5871,,
Kepler-265 e,67.8299,0.0016,0,,89.38,,2454958.904,0.012,68,20,0.0215,0.0012,,,6315,,4.44
Kepler-265 e,67.8318309,0.0008603,0,,89.95,,2454958.884,0.0107,70.7,16.2,0.0219,0.00094,,,6299,-0.32,4.47
Kepler-265 e,67.83266255,0.00001546,,,,,2455026.709,0.014161,,,,,,,5963,,4.53
Kepler-265 e,67.8321638,0.0009119,,,,,2454958.881,0.012,,,,,,,5963,,4.53
Kepler-265 d,43.13042,0.00082,0,,88.81,,2454999.275,0.0093,51,14,0.022,0.0017,,,6315,,4.44
Kepler-265 d,43.130617,0.000658,,,,,2454999.275,0.0098,,,,,,,5835,,4.33
Kepler-265 d,43.1312147,0.0003582,0,,89.52,,2454999.261,0.00785,79.3,37.9,0.0205,0.00555,,,5839,-0.28,4.33
Kepler-265 d,43.1308082,0.000369,0,,89.95,,2454999.27,0.00779,108.8,26.4,0.02046,0.00095,,,6299,-0.32,4.47
Kepler-265 d,43.12984363,0.00000932,,,,,2454999.292,0.00913,,,,,,,5963,,4.53
Kepler-265 d,43.1308082,0.000369,0,,89.95,,2454999.27,0.00779,108.8,26.4,0.02046,0.00095,,,6299,-0.32,4.47
Kepler-265 d,43.1312147,0.0003582,,,,,2454999.261,0.00785,,,,,,,5963,,4.53
Kepler-265 d,43.1308082,0.000369,0,,89.95,,2454999.27,0.00779,108.8,26.4,0.02046,0.00095,,,6299,-0.32,4.47
Kepler-265 d,43.1308082,0.000369,,,,,2454999.27,0.00779,,,0.02046,0.00095,,,5883,-0.14,4.41
Kepler-265 d,,,,,,,,,,,,,,,5871,,
Kepler-265 c,17.02885,0.00016,0,,89.38,,2454976.34,0.0045,27.3,7.8,0.02145,0.00095,,,6315,,4.44
Kepler-265 c,17.02902786,0.00007532,,,,,2454976.334,0.00388,,,,,,,5963,,4.53
Kepler-265 c,17.02902105,0.00006975,0,,89.95,,2454976.335,0.00365,28.39,1.1,0.02243,0.00085,,,6299,-0.32,4.47
Kepler-265 c,,,,,,,,,,,,,,,5871,,
Kepler-265 c,17.02902105,0.00006975,,,,,2454976.335,0.00365,,,0.02243,0.00085,,,5883,-0.14,4.41
Kepler-265 c,17.028937,0.000136,,,,,2454976.336,0.00479,,,,,,,5835,,4.33
Kepler-265 c,17.02902786,0.00007532,0,,89.59,,2454976.334,0.00388,28.06,2.6,0.02184,0.00072,,,5839,-0.28,4.33
Kepler-265 c,17.02893963,0.00000526,,,,,2454976.34,0.004537,,,,,,,5963,,4.53
Kepler-265 c,17.02902105,0.00006975,0,,89.95,,2454976.335,0.00365,28.39,1.1,0.02243,0.00085,,,6299,-0.32,4.47
Kepler-265 c,17.02902817,0.00008231,,,,,2454976.34,0.003874,,,,,,,5963,,4.53
Kepler-265 c,17.02902105,0.00006975,0,,89.95,,2454976.335,0.00365,28.39,1.1,0.02243,0.00085,,,6299,-0.32,4.47
Kepler-265 b,6.84619236,0.00004036,,,,,2454965.173,0.00528,,,,,,,5963,,4.53
Kepler-265 b,6.84618786,0.00004883,,,,,2454965.175,0.005129,,,,,,,5963,,4.53
Kepler-265 b,6.84619236,0.00004036,0,,89.71,,2454965.173,0.00528,15,1.4,0.01434,0.00067,,,5839,-0.28,4.33
Kepler-265 b,,,,,,,,,,,,,,,5871,,
Kepler-265 b,6.846262,0.000063,,,,,2454965.17,0.00564,,,,,,,5835,,4.33
Kepler-265 b,6.84619299,0.00003681,0,,88.24,,2454965.173,0.00456,13.27,3.8,0.01542,0.00049,,,6299,-0.32,4.47
Kepler-265 b,6.846113,0.000097,0,,89.95,,2454965.175,0.0065,14.8,4.3,0.01387,0.00075,,,6315,,4.44
Kepler-265 b,6.84619299,0.00003681,0,,88.24,,2454965.173,0.00456,13.27,3.8,0.01542,0.00049,,,6299,-0.32,4.47
Kepler-265 b,6.84619299,0.00003681,0,,88.24,,2454965.173,0.00456,13.27,3.8,0.01542,0.00049,,,6299,-0.32,4.47
Kepler-265 b,6.84619299,0.00003681,,,,,2454965.173,0.00456,,,0.01542,0.00049,,,5883,-0.14,4.41
Kepler-264 c,140.10394,0.002539,0,,89.38,,2455049.217,0.0132,46.9,16.4,0.0159,0.00323,,,6231,-0.18,3.8
Kepler-264 c,,,,,,,,,,,,,,,6284,,
Kepler-264 c,140.10394,0.002539,0,,89.38,,2455049.217,0.0132,46.9,16.4,0.0159,0.00323,,,6231,-0.18,3.8
Kepler-264 c,140.10765,0.00187,,,,,2455049.217,0.00975,,,,,,,6250.28,0.047,3.97
Kepler-264 c,140.10765,0.00187,0,,89.98,,2455049.217,0.00975,58.7,5.4,0.01495,0.00051,,,6207,0.24,3.96
Kepler-264 c,140.0914,0.0077,0,,88.24,,2455049.245,0.019,32,11,0.01411,0.00053,,,6235,,3.8
Kepler-264 c,140.101261,0.003678,,,,,2455049.221,0.01187,,,,,,,6158,,4.15
Kepler-264 c,140.102449,0.00001924,,,,,2455049.229,0.013357,,,,,,,6250.28,0.047,3.97
Kepler-264 c,140.10394,0.002539,,,,,2455049.217,0.0132,,,0.0159,0.00323,,,6263,0.2,3.99
Kepler-264 c,140.10394,0.002539,0,,89.38,,2455049.217,0.0132,46.9,16.4,0.0159,0.00323,,,6231,-0.18,3.8
Kepler-264 b,40.8092144,0.00255149,,,,,2454988.686,0.052304,,,,,,,6250.28,0.047,3.97
Kepler-264 b,40.80686,0.00073,0,,86.52,,2454988.718,0.0062,13.9,4.7,0.01805,0.0003,,,6235,,3.8
Kepler-264 b,40.8068494,0.0002881,,,,,2454988.713,0.00663,,,0.01858,0.00068,,,6263,0.2,3.99
Kepler-264 b,40.806231,0.000538,,,,,2454988.712,0.0079,,,,,,,6158,,4.15
Kepler-264 b,40.8068494,0.0002881,0,,85.94,,2454988.713,0.00663,12.75,6,0.01858,0.00068,,,6231,-0.18,3.8
Kepler-264 b,40.8068494,0.0002881,0,,85.94,,2454988.713,0.00663,12.75,6,0.01858,0.00068,,,6231,-0.18,3.8
Kepler-264 b,40.80657815,0.00000773,,,,,2454988.721,0.007017,,,,,,,6250.28,0.047,3.97
Kepler-264 b,40.8068494,0.0002881,0,,85.94,,2454988.713,0.00663,12.75,6,0.01858,0.00068,,,6231,-0.18,3.8
Kepler-264 b,,,,,,,,,,,,,,,6284,,
Kepler-264 b,40.8065333,0.0002083,0,,89.96,,2454988.716,0.00439,24.123,0.101,0.01621,0.00042,,,6207,0.24,3.96
Kepler-264 b,40.8065333,0.0002083,,,,,2454988.716,0.00439,,,,,,,6250.28,0.047,3.97
Kepler-263 c,47.332773,0.000456,,,,,2454984.41,0.00572,,,,,,,5265,,4.58
Kepler-263 c,47.33465,0.00049,0,,89.38,,2454984.411,0.0049,60,23,0.0343,0.0036,,,5245,,4.57
Kepler-263 c,,,,,,,,,,,,,,,5113,,
Kepler-263 c,47.3330262,0.0003548,,,,,2454984.417,0.00642,,,0.02813,0.00153,,,5388,0.02,4.53
Kepler-263 c,47.3329299,0.0003456,,,,,2454984.416,0.00576,,,,,,,5188.56,-0.031,4.65
Kepler-263 c,47.33304842,0.00001054,,,,,2454984.419,0.009188,,,,,,,5188.56,-0.031,4.65
Kepler-263 c,47.3330262,0.0003548,0,,89.95,,2454984.417,0.00642,129.8,19.9,0.02813,0.00153,,,5265,-0.1,4.57
Kepler-263 c,47.33375115,0.00391682,,,,,2454984.426,0.066289,,,,,,,5188.56,-0.031,4.65
Kepler-263 c,47.3329299,0.0003456,0,,89.8,,2454984.416,0.00576,124.6,61.8,0.02793,0.00097,,,4987,-0.18,4.6
Kepler-263 c,47.3330262,0.0003548,0,,89.95,,2454984.417,0.00642,129.8,19.9,0.02813,0.00153,,,5265,-0.1,4.57
Kepler-263 c,47.3330262,0.0003548,0,,89.95,,2454984.417,0.00642,129.8,19.9,0.02813,0.00153,,,5265,-0.1,4.57
Kepler-263 b,16.56805949,0.00005077,,,,,2454979.152,0.00231,,,0.03293,0.00079,,,5388,0.02,4.53
Kepler-263 b,16.56806,0.0001,0,,89.38,,2454979.153,0.003,30,11,0.0316,0.0032,,,5245,,4.57
Kepler-263 b,16.56824481,0.00016956,,,,,2454979.142,0.007934,,,,,,,5188.56,-0.031,4.65
Kepler-263 b,,,,,,,,,,,,,,,5113,,
Kepler-263 b,16.568087,0.000065,,,,,2454979.152,0.00238,,,,,,,5265,,4.58
Kepler-263 b,16.56806842,0.00005226,0,,89.69,,2454979.153,0.00231,30.26,3,0.03254,0.0011,,,4987,-0.18,4.6
Kepler-263 b,16.56806842,0.00005226,,,,,2454979.153,0.00231,,,,,,,5188.56,-0.031,4.65
Kepler-263 b,16.56805949,0.00005077,0,,89.38,,2454979.152,0.00231,29.58,5.4,0.03293,0.00079,,,5265,-0.1,4.57
Kepler-263 b,16.56805949,0.00005077,0,,89.38,,2454979.152,0.00231,29.58,5.4,0.03293,0.00079,,,5265,-0.1,4.57
Kepler-263 b,16.56808299,0.00000352,,,,,2454979.155,0.002906,,,,,,,5188.56,-0.031,4.65
Kepler-263 b,16.56805949,0.00005077,0,,89.38,,2454979.152,0.00231,29.58,5.4,0.03293,0.00079,,,5265,-0.1,4.57
Kepler-262 c,21.85362905,0.00009226,,,,,2454977.32,0.00379,,,,,,,5435.5,-0.338,4.45
Kepler-262 c,21.85363022,0.00026703,,,,,2454977.32,0.010505,,,,,,,5435.5,-0.338,4.45
Kepler-262 c,21.853722,0.000187,,,,,2454977.315,0.00506,,,,,,,5841,,4.54
Kepler-262 c,21.85362905,0.00009226,0,,88.95,,2454977.32,0.00379,37,13.9,0.0183,0.00395,,,5830,-0.14,4.54
Kepler-262 c,21.8536791,0.00009746,0,,89.95,,2454977.317,0.00417,50.83,4.8,0.01823,0.00073,,,5830,-0.14,4.54
Kepler-262 c,21.85347,0.00022,0,,89.38,,2454977.317,0.005,45,16,0.0176,0.0015,,,5823,,4.54
Kepler-262 c,,,,,,,,,,,,,,,5549,,
Kepler-262 c,21.8536791,0.00009746,0,,89.95,,2454977.317,0.00417,50.83,4.8,0.01823,0.00073,,,5830,-0.14,4.54
Kepler-262 c,21.85378912,0.0000072,,,,,2454977.316,0.006544,,,,,,,5435.5,-0.338,4.45
Kepler-262 c,21.8536791,0.00009746,,,,,2454977.317,0.00417,,,0.01823,0.00073,,,5886,0,4.41
Kepler-262 c,21.8536791,0.00009746,0,,89.95,,2454977.317,0.00417,50.83,4.8,0.01823,0.00073,,,5830,-0.14,4.54
Kepler-262 b,13.0607936,0.0001053,0,,88.16,,2454970.631,0.00577,22.29,9.9,0.01511,0.00568,,,5830,-0.14,4.54
Kepler-262 b,13.060855,0.000164,,,,,2454970.631,0.00866,,,,,,,5841,,4.54
Kepler-262 b,13.0607936,0.0001053,,,,,2454970.631,0.00577,,,,,,,5435.5,-0.338,4.45
Kepler-262 b,13.06062,0.00016,0,,89.38,,2454970.638,0.0061,32,11,0.0136,0.0012,,,5823,,4.54
Kepler-262 b,13.06078532,0.00000989,,,,,2454970.635,0.009694,,,,,,,5435.5,-0.338,4.45
Kepler-262 b,,,,,,,,,,,,,,,5549,,
Kepler-262 b,13.06076688,0.00009209,,,,,2454970.632,0.00569,,,0.01553,0.005,,,5886,0,4.41
Kepler-262 b,13.06076688,0.00009209,0,,88.24,,2454970.632,0.00569,23.81,9.6,0.01553,0.005,,,5830,-0.14,4.54
Kepler-262 b,13.06099268,0.00008014,,,,,2454970.624,0.005645,,,,,,,5435.5,-0.338,4.45
Kepler-262 b,13.06076688,0.00009209,0,,88.24,,2454970.632,0.00569,23.81,9.6,0.01553,0.005,,,5830,-0.14,4.54
Kepler-262 b,13.06076688,0.00009209,0,,88.24,,2454970.632,0.00569,23.81,9.6,0.01553,0.005,,,5830,-0.14,4.54
Kepler-261 c,24.5709023,0.0001009,0,,87.52,,2454968.872,0.0033,21.8,10.8,0.03313,0.00002,,,5095,0.02,4.57
Kepler-261 c,24.57041787,0.00083736,,,,,2454968.882,0.031477,,,,,,,5122.5,0.162,4.64
Kepler-261 c,24.57081569,0.00004692,0,,89.95,,2454968.876,0.00149,66,15.4,0.02489,0.00058,,,5203,0,4.59
Kepler-261 c,24.57081569,0.00004692,,,,,2454968.876,0.00149,,,0.02489,0.00058,,,5144,0.04,4.57
Kepler-261 c,24.5709023,0.0001009,,,,,2454968.872,0.0033,,,,,,,5122.5,0.162,4.64
Kepler-261 c,,,,,,,,,,,,,,,5121,,
Kepler-261 c,24.57081569,0.00004692,0,,89.95,,2454968.876,0.00149,66,15.4,0.02489,0.00058,,,5203,0,4.59
Kepler-261 c,24.57079771,0.00000216,,,,,2454968.875,0.001835,,,,,,,5122.5,0.162,4.64
Kepler-261 c,24.570858,0.000069,,,,,2454968.874,0.00159,,,,,,,5098,,4.56
Kepler-261 c,24.57078,0.00017,0,,89.38,,2454968.874,0.0027,51.4,2.4,0.02488,0.00059,,,5218,,4.58
Kepler-261 c,24.57081569,0.00004692,0,,89.95,,2454968.876,0.00149,66,15.4,0.02489,0.00058,,,5203,0,4.59
Kepler-261 b,10.38122447,0.00002131,,,,,2455101.024,0.00149,,,,,,,5122.5,0.162,4.64
Kepler-261 b,10.38122447,0.00002131,0,,89.36,,2455101.024,0.00149,28.48,5.3,0.02557,0.00055,,,5095,0.02,4.57
Kepler-261 b,10.381209,0.00004,0,,89.95,,2455101.024,0.001,28.9,1.3,0.02528,0.0003,,,5218,,4.58
Kepler-261 b,10.38123451,0.00001117,0,,89.95,,2455101.024,0.000768,29.5,1.4,0.0264,0.00063,,,5203,0,4.59
Kepler-261 b,10.38123451,0.00001117,,,,,2455101.024,0.000768,,,0.0264,0.00063,,,5144,0.04,4.57
Kepler-261 b,10.38123451,0.00001117,0,,89.95,,2455101.024,0.000768,29.5,1.4,0.0264,0.00063,,,5203,0,4.59
Kepler-261 b,10.381227,0.000016,,,,,2455101.024,0.00075,,,,,,,5098,,4.56
Kepler-261 b,,,,,,,,,,,,,,,5121,,
Kepler-261 b,10.38123451,0.00001117,0,,89.95,,2455101.024,0.000768,29.5,1.4,0.0264,0.00063,,,5203,0,4.59
Kepler-261 b,10.38121981,0.00000118,,,,,2454966.069,0.00104,,,,,,,5122.5,0.162,4.64
Kepler-261 b,10.38123233,0.00002202,,,,,2455101.024,0.001581,,,,,,,5122.5,0.162,4.64
Kepler-260 c,76.0498163,0.0008776,,,,,2454994.714,0.00932,,,,,,,5250,0,4.32
Kepler-260 c,76.0510651,0.000882,0,,89.95,,2454994.711,0.0094,91.76,7.9,0.01777,0.00097,,,5523,-0.02,4.57
Kepler-260 c,76.05145255,0.00002943,,,,,2454994.728,0.025282,,,,,,,5250,0,4.32
Kepler-260 c,76.0503,0.0022,0,,89.95,,2454994.712,0.01,86,32,0.0172,0.0014,,,5250,,4.49
Kepler-260 c,76.0498163,0.0008776,0,,89.99,,2454994.714,0.00932,82.69,2.2,0.01886,0.00107,,,5251,0,4.49
Kepler-260 c,76.05068747,0.00042503,,,,,2454994.708,0.004625,,,,,,,5250,0,4.32
Kepler-260 c,76.0510651,0.000882,0,,89.95,,2454994.711,0.0094,91.76,7.9,0.01777,0.00097,,,5523,-0.02,4.57
Kepler-260 c,,,,,,,,,,,,,,,5541,,
Kepler-260 c,76.0510651,0.000882,,,,,2454994.711,0.0094,,,0.01777,0.00097,,,5468,0.03,4.51
Kepler-260 c,76.050178,0.001026,,,,,2454994.712,0.00705,,,,,,,5250,,4.49
Kepler-260 c,76.0510651,0.000882,0,,89.95,,2454994.711,0.0094,91.76,7.9,0.01777,0.00097,,,5523,-0.02,4.57
Kepler-260 b,8.18740532,0.00000194,,,,,2454971.057,0.001695,,,,,,,5250,0,4.32
Kepler-260 b,8.18746,0.000049,0,,88.81,,2455093.867,0.0017,19.5,7.3,0.0208,0.0015,,,5250,,4.49
Kepler-260 b,8.1874109,0.00001618,0,,87.66,,2455093.869,0.00142,16.11,6.3,0.02301,0.00025,,,5523,-0.02,4.57
Kepler-260 b,8.1874109,0.00001618,,,,,2455093.869,0.00142,,,0.02301,0.00025,,,5468,0.03,4.51
Kepler-260 b,8.18739443,0.00001944,,,,,2455093.869,0.00172,,,,,,,5250,0,4.32
Kepler-260 b,8.1874109,0.00001618,0,,87.66,,2455093.869,0.00142,16.11,6.3,0.02301,0.00025,,,5523,-0.02,4.57
Kepler-260 b,8.1873698,0.00001355,,,,,2455093.871,0.00121,,,,,,,5250,0,4.32
Kepler-260 b,8.18739443,0.00001944,0,,88.89,,2455093.869,0.00172,19.48,7,0.02074,0.00039,,,5251,0,4.49
Kepler-260 b,8.1874109,0.00001618,0,,87.66,,2455093.869,0.00142,16.11,6.3,0.02301,0.00025,,,5523,-0.02,4.57
Kepler-260 b,,,,,,,,,,,,,,,5541,,
Kepler-260 b,8.187399,0.000022,,,,,2455093.868,0.00136,,,,,,,5250,,4.49
Kepler-26 e,46.827714,0.0001021,0,,89.95,,2454969.744,0.00186,192.5,12.1,0.03648,0.0016,,,3887,-0.08,4.73
Kepler-26 e,46.82767725,0.00009794,0,,89.87,,2454969.745,0.00179,180.2,66.5,0.03633,0.00063,,,3879,-0.12,4.71
Kepler-26 e,46.827714,0.0001021,0,,89.95,,2454969.744,0.00186,192.5,12.1,0.03648,0.0016,,,3887,-0.08,4.73
Kepler-26 e,46.827714,0.0001021,0,,89.95,,2454969.744,0.00186,192.5,12.1,0.03648,0.0016,,,3887,-0.08,4.73
Kepler-26 e,,,,,,,,,,,,,,,3884,,
Kepler-26 e,46.827714,0.0001021,,,,,2454969.744,0.00186,,,0.03648,0.0016,,,4097,-0.05,4.68
Kepler-26 e,46.82763492,0.000162,,,,,,,,,,,,,4486,-0.21,4.96
Kepler-26 e,46.827915,0.000173,,,,,2454969.743,0.00224,,,,,,,4486,,4.73
Kepler-26 e,,,,,,,,,,,,,,,4049,,
Kepler-26 e,46.82766965,0.00000212,,,,,2454969.745,0.001955,,,,,,,4486,-0.21,4.96
Kepler-26 e,46.82787,0.00039,0,,89.38,,2454969.743,0.0034,75,10,0.0472,0.0021,,,4486,,4.72
Kepler-26 e,46.82767725,0.00009794,,,,,2454969.745,0.00179,,,,,,,4486,-0.21,4.96
Kepler-26 e,46.828,,,,,,2454876.087,,157.259,,0.039,,,,3853,-0.5,4.81
Kepler-26 d,3.54391789,0.00000567,,,,,2454969.26,0.00129,,,0.02123,0.00054,,,4097,-0.05,4.68
Kepler-26 d,,,,,,,,,,,,,,,3884,,
Kepler-26 d,3.543919,0.000015,,,,,2454969.259,0.00253,,,,,,,4486,,4.73
Kepler-26 d,3.54389817,0.00000698,,,,,2454969.268,0.000866,,,,,,,4486,-0.21,4.96
Kepler-26 d,3.544,,,,,,2454834.594,,11.511,,0.02,,,,3853,-0.5,4.81
Kepler-26 d,3.5439197,0.00000449,,,,,2454969.261,0.00107,,,,,,,4486,-0.21,4.96
Kepler-26 d,3.54391789,0.00000567,0,,89.95,,2454969.26,0.00129,14.476,0.156,0.02123,0.00054,,,3887,-0.08,4.73
Kepler-26 d,3.54391789,0.00000567,0,,89.95,,2454969.26,0.00129,14.476,0.156,0.02123,0.00054,,,3887,-0.08,4.73
Kepler-26 d,3.543867,0.000032,0,,89.95,,2454969.263,0.003,13.4,1.8,0.01801,0.00058,,,4486,,4.72
Kepler-26 d,3.54387093,0.000071,,,,,,,,,0.017,0.001,,,3887,-0.08,
Kepler-26 d,3.54391419,0.0000115,,,,,,,,,,,,,4486,-0.21,4.96
Kepler-26 d,3.54391789,0.00000567,0,,89.95,,2454969.26,0.00129,14.476,0.156,0.02123,0.00054,,,3887,-0.08,4.73
Kepler-26 d,3.5439197,0.00000449,0,,89.91,,2454969.261,0.00107,14.77,1.8,0.02056,0.00055,,,3879,-0.12,4.71
Kepler-26 d,,,,,,,,,,,,,,,4049,,
Kepler-26 c,17.25120011,0.0000188,0,,88.81,,2454982.887,0.000908,43.1,18.7,0.04867,0.00139,,,3887,-0.08,4.73
Kepler-26 c,17.25120011,0.0000188,0,,88.81,,2454982.887,0.000908,43.1,18.7,0.04867,0.00139,,,3887,-0.08,4.73
Kepler-26 c,17.251048,0.000068,0,,88.81,,2454982.889,0.0015,38.5,5.2,0.0467,0.0011,,,4486,,4.72
Kepler-26 c,17.25120011,0.0000188,,,,,2454982.887,0.000908,,,0.04867,0.00139,,,4097,-0.05,4.68
Kepler-26 c,17.2513,,,,,,2454982.885,,,,,,,,4500,-0.21,4.5
Kepler-26 c,17.251,,,,,,,,,,,,,,,,
Kepler-26 c,17.256,,,,,,,,,,,,,,,,
Kepler-26 c,17.25120011,0.0000188,0,,88.81,,2454982.887,0.000908,43.1,18.7,0.04867,0.00139,,,3887,-0.08,4.73
Kepler-26 c,17.2559,0.0006,,,,,2456470.183,0.0007,,,,,,,3914,-0.13,
Kepler-26 c,17.25204086,0.00025,,,,,,,,,0.049,0.0015,,,3887,-0.08,
Kepler-26 c,17.25116937,0.0000318,,,,,,,,,,,,,4486,-0.21,4.96
Kepler-26 c,17.25121397,0.00001814,,,,,2454982.886,0.000854,,,,,,,4486,-0.21,4.96
Kepler-26 c,17.25118601,0.00000211,,,,,2454965.637,0.001887,,,,,,,4486,-0.21,4.96
Kepler-26 c,17.251,,,,,,2454844.877,,62.567,,0.056,,,,3853,-0.5,4.81
Kepler-26 c,,,,,,,,,,,,,,,4049,,
Kepler-26 c,17.25121397,0.00001814,0,,89.09,,2454982.886,0.000854,47.1,22.5,0.04498,0.00399,,,3879,-0.12,4.71
Kepler-26 c,,,,,,,,,,,,,,,3884,,
Kepler-26 b,12.28,0.0003,,,,,2456471.25,0.0006,,,,,,,3914,-0.13,
Kepler-26 b,12.28293091,0.0000141,,,,,,,,,,,,,4486,-0.21,4.96
Kepler-26 b,12.28299829,0.000008,,,,,2455003.398,0.00051,,,,,,,4486,-0.21,4.96
Kepler-26 b,12.28299972,0.00000829,0,,89.38,,2455003.398,0.000526,33.08,8.7,0.04992,0.00039,,,3887,-0.08,4.73
Kepler-26 b,12.28299972,0.00000829,0,,89.38,,2455003.398,0.000526,33.08,8.7,0.04992,0.00039,,,3887,-0.08,4.73
Kepler-26 b,,,,,,,,,,,,,,,4049,,
Kepler-26 b,12.283,,,,,,2454843.72,,34.265,,0.056,,,,3853,-0.5,4.81
Kepler-26 b,12.283078,0.00003,0,,89.38,,2455003.397,0.00086,30.7,4.2,0.04893,0.00089,,,4486,,4.72
Kepler-26 b,12.28299829,0.000008,0,,89.93,,2455003.398,0.00051,36.27,0.422,0.04823,0.00049,,,3879,-0.12,4.71
Kepler-26 b,12.28235626,0.000097,,,,,,,,,0.049,0.00048,,,3887,-0.08,
Kepler-26 b,12.28299972,0.00000829,,,,,2455003.398,0.000526,,,0.04992,0.00039,,,4097,-0.05,4.68
Kepler-26 b,12.2830153,0.00000167,,,,,2454966.548,0.001481,,,,,,,4486,-0.21,4.96
Kepler-26 b,12.28299972,0.00000829,0,,89.38,,2455003.398,0.000526,33.08,8.7,0.04992,0.00039,,,3887,-0.08,4.73
